fold,target,dataset,model,acc,pre,rec,f1,auc
2,PETandDX,AD_PPI_shuffled34_missense,GNN GraphGym,0.5417,0.7604,0.5438,0.4912,0.6181
2,PETandDX,AD_PPI_shuffled35_missense,GNN GraphGym,0.4896,0.5313,0.3684,0.3119,0.6282
2,PETandDX,AD_PPI_shuffled36_missense,GNN GraphGym,0.6146,0.6853,0.6491,0.6657,0.6215
2,PETandDX,AD_PPI_shuffled37_missense,GNN GraphGym,0.6146,0.6784,0.6667,0.6723,0.6201
2,PETandDX,AD_PPI_shuffled38_missense,GNN GraphGym,0.6042,0.6864,0.614,0.6471,0.6228
2,PETandDX,AD_PPI_shuffled39_missense,GNN GraphGym,0.5625,0.7895,0.4737,0.4895,0.6174
2,PETandDX,AD_PPI_shuffled40_missense,GNN GraphGym,0.6146,0.6917,0.6315,0.6584,0.6309
2,PETandDX,AD_PPI_shuffled41_missense,GNN GraphGym,0.5521,0.4324,0.5614,0.4814,0.5972
2,PETandDX,AD_PPI_shuffled42_missense,GNN GraphGym,0.625,0.6842,0.6842,0.6842,0.6039
2,PETandDX,AD_PPI_shuffled43_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6235
2,PETandDX,AD_PPI_shuffled44_missense,GNN GraphGym,0.5521,0.7593,0.5789,0.5098,0.6336
2,PETandDX,AD_PPI_shuffled45_missense,GNN GraphGym,0.6042,0.6864,0.614,0.6471,0.6444
2,PETandDX,AD_PPI_shuffled46_missense,GNN GraphGym,0.5104,0.9,0.2807,0.306,0.6275
2,PETandDX,AD_PPI_shuffled47_missense,GNN GraphGym,0.6354,0.6958,0.6842,0.6881,0.6188
2,PETandDX,AD_PPI_shuffled48_missense,GNN GraphGym,0.4271,0.6667,0.0351,0.0667,0.6896
2,PETandDX,AD_PPI_shuffled49_missense,GNN GraphGym,0.625,0.6906,0.6666,0.6769,0.6545
2,PETandDX,AD_PPI_shuffled50_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.612
2,PETandDX,AD_PPI_shuffled51_missense,GNN GraphGym,0.625,0.6906,0.6666,0.6769,0.6269
2,PETandDX,AD_PPI_shuffled52_missense,GNN GraphGym,0.6458,0.7095,0.6842,0.6965,0.6431
2,PETandDX,AD_PPI_shuffled53_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6647
2,PETandDX,AD_PPI_shuffled54_missense,GNN GraphGym,0.6458,0.6947,0.7193,0.7067,0.6323
2,PETandDX,AD_PPI_shuffled55_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6134
2,PETandDX,AD_PPI_shuffled56_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.697
2,PETandDX,AD_PPI_shuffled57_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6039
2,PETandDX,AD_PPI_shuffled58_missense,GNN GraphGym,0.625,0.6906,0.6666,0.6769,0.6187
2,PETandDX,AD_PPI_shuffled59_missense,GNN GraphGym,0.5208,0.7204,0.6491,0.5133,0.6201
2,PETandDX,AD_PPI_shuffled60_missense,GNN GraphGym,0.6354,0.7297,0.614,0.6665,0.6579
2,PETandDX,AD_PPI_shuffled61_missense,GNN GraphGym,0.625,0.7333,0.5789,0.6471,0.6646
2,PETandDX,AD_PPI_shuffled62_missense,GNN GraphGym,0.6146,0.6998,0.614,0.654,0.5999
2,PETandDX,AD_PPI_shuffled63_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6701
2,PETandDX,AD_PPI_shuffled64_missense,GNN GraphGym,0.5,0.5667,0.2631,0.2726,0.668
2,PETandDX,AD_PPI_shuffled65_missense,GNN GraphGym,0.6666,0.7271,0.7017,0.7141,0.6687
2,PETandDX,AD_PPI_shuffled66_missense,GNN GraphGym,0.625,0.7052,0.6316,0.666,0.6026
2,PETandDX,AD_PPI_shuffled67_missense,GNN GraphGym,0.6042,0.6936,0.5965,0.6413,0.608
2,PETandDX,AD_PPI_shuffled68_missense,GNN GraphGym,0.4896,0.5313,0.3684,0.3119,0.6046
2,PETandDX,AD_PPI_shuffled69_missense,GNN GraphGym,0.6146,0.7017,0.614,0.6533,0.6451
2,PETandDX,AD_PPI_shuffled70_missense,GNN GraphGym,0.625,0.6842,0.6842,0.6842,0.6161
2,PETandDX,AD_PPI_shuffled71_missense,GNN GraphGym,0.6041,0.6503,0.7719,0.6987,0.6889
2,PETandDX,AD_PPI_shuffled72_missense,GNN GraphGym,0.5104,0.7889,0.2982,0.3332,0.6376
2,PETandDX,AD_PPI_shuffled73_missense,GNN GraphGym,0.6146,0.6853,0.6491,0.6657,0.6127
2,PETandDX,AD_PPI_shuffled74_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.612
2,PETandDX,AD_PPI_shuffled75_missense,GNN GraphGym,0.6354,0.7296,0.614,0.6656,0.6538
2,PETandDX,AD_PPI_shuffled76_missense,GNN GraphGym,0.6354,0.7134,0.6491,0.6789,0.6714
2,PETandDX,AD_PPI_shuffled77_missense,GNN GraphGym,0.6354,0.6958,0.6842,0.6881,0.6073
2,PETandDX,AD_PPI_shuffled78_missense,GNN GraphGym,0.5729,0.7947,0.4912,0.5007,0.639
2,PETandDX,AD_PPI_shuffled79_missense,GNN GraphGym,0.6667,0.7118,0.7368,0.7237,0.6457
2,PETandDX,AD_PPI_shuffled80_missense,GNN GraphGym,0.6042,0.6795,0.6316,0.6538,0.6282
2,PETandDX,AD_PPI_shuffled81_missense,GNN GraphGym,0.4792,0.5313,0.3509,0.2817,0.6457
2,PETandDX,AD_PPI_shuffled82_missense,GNN GraphGym,0.625,0.7059,0.6316,0.6667,0.5945
2,PETandDX,AD_PPI_shuffled83_missense,GNN GraphGym,0.625,0.6842,0.6842,0.6842,0.6323
2,PETandDX,AD_PPI_shuffled84_missense,GNN GraphGym,0.4792,0.5313,0.3509,0.2817,0.6849
2,PETandDX,AD_PPI_shuffled85_missense,GNN GraphGym,0.6042,0.6936,0.5965,0.6413,0.6086
2,PETandDX,AD_PPI_shuffled86_missense,GNN GraphGym,0.5521,0.6151,0.6491,0.6039,0.5945
2,PETandDX,AD_PPI_shuffled87_missense,GNN GraphGym,0.6146,0.6541,0.7895,0.7045,0.6296
2,PETandDX,AD_PPI_shuffled88_missense,GNN GraphGym,0.625,0.7333,0.5789,0.6471,0.6498
2,PETandDX,AD_PPI_shuffled89_missense,GNN GraphGym,0.625,0.7059,0.6316,0.6667,0.6485
2,PETandDX,AD_PPI_shuffled90_missense,GNN GraphGym,0.5417,0.426,0.5614,0.4764,0.6174
2,PETandDX,AD_PPI_shuffled91_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6154
2,PETandDX,AD_PPI_shuffled92_missense,GNN GraphGym,0.5208,0.3915,0.6491,0.4884,0.5931
2,PETandDX,AD_PPI_shuffled93_missense,GNN GraphGym,0.5625,0.7895,0.4737,0.4895,0.6505
2,PETandDX,AD_PPI_shuffled94_missense,GNN GraphGym,0.5104,0.3871,0.6316,0.48,0.5978
2,PETandDX,AD_PPI_shuffled95_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6161
2,PETandDX,AD_PPI_shuffled96_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.5972
2,PETandDX,AD_PPI_shuffled97_missense,GNN GraphGym,0.4896,0.8646,0.3684,0.315,0.6201
2,PETandDX,AD_PPI_shuffled98_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6167
2,PETandDX,AD_PPI_shuffled99_missense,GNN GraphGym,0.6042,0.656,0.7544,0.6888,0.6721
2,PETandDX,AD_PPI_shuffled100_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.666
3,PETandDX,AD_PPI_shuffled1_missense,GNN GraphGym,0.4479,0.3333,0.0185,0.0351,0.7811
3,PETandDX,AD_PPI_shuffled2_missense,GNN GraphGym,0.4792,0.5495,0.4074,0.3789,0.756
3,PETandDX,AD_PPI_shuffled3_missense,GNN GraphGym,0.625,0.8619,0.4445,0.5067,0.7897
3,PETandDX,AD_PPI_shuffled4_missense,GNN GraphGym,0.6458,0.7078,0.5185,0.5697,0.744
3,PETandDX,AD_PPI_shuffled5_missense,GNN GraphGym,0.6042,0.8305,0.4445,0.4928,0.7249
3,PETandDX,AD_PPI_shuffled6_missense,GNN GraphGym,0.6875,0.7857,0.6111,0.6875,0.6647
3,PETandDX,AD_PPI_shuffled7_missense,GNN GraphGym,0.6979,0.7905,0.6296,0.7008,0.7268
3,PETandDX,AD_PPI_shuffled8_missense,GNN GraphGym,0.625,0.8619,0.4445,0.5067,0.748
3,PETandDX,AD_PPI_shuffled9_missense,GNN GraphGym,0.5521,0.4447,0.5185,0.4605,0.7295
3,PETandDX,AD_PPI_shuffled10_missense,GNN GraphGym,0.7084,0.7952,0.6482,0.714,0.7573
3,PETandDX,AD_PPI_shuffled11_missense,GNN GraphGym,0.4792,0.3542,0.3704,0.3006,0.7315
3,PETandDX,AD_PPI_shuffled12_missense,GNN GraphGym,0.5729,0.4542,0.5556,0.4824,0.7599
3,PETandDX,AD_PPI_shuffled13_missense,GNN GraphGym,0.6979,0.7619,0.6852,0.7172,0.7057
3,PETandDX,AD_PPI_shuffled14_missense,GNN GraphGym,0.5729,0.7827,0.5556,0.5043,0.7718
3,PETandDX,AD_PPI_shuffled15_missense,GNN GraphGym,0.5313,0.4619,0.2593,0.3161,0.756
3,PETandDX,AD_PPI_shuffled16_missense,GNN GraphGym,0.625,0.9,0.4074,0.4918,0.7639
3,PETandDX,AD_PPI_shuffled17_missense,GNN GraphGym,0.7188,0.8,0.6667,0.7273,0.7414
3,PETandDX,AD_PPI_shuffled18_missense,GNN GraphGym,0.7188,0.7994,0.6667,0.7265,0.7652
3,PETandDX,AD_PPI_shuffled19_missense,GNN GraphGym,0.6667,0.7202,0.7778,0.7241,0.715
3,PETandDX,AD_PPI_shuffled20_missense,GNN GraphGym,0.5,0.3656,0.6296,0.4626,0.7388
3,PETandDX,AD_PPI_shuffled21_missense,GNN GraphGym,0.5729,0.4542,0.5556,0.4824,0.7626
3,PETandDX,AD_PPI_shuffled22_missense,GNN GraphGym,0.6563,0.7161,0.7593,0.7116,0.6911
3,PETandDX,AD_PPI_shuffled23_missense,GNN GraphGym,0.6354,0.7066,0.7222,0.6896,0.7275
3,PETandDX,AD_PPI_shuffled24_missense,GNN GraphGym,0.5313,0.5833,0.2408,0.2704,0.6329
3,PETandDX,AD_PPI_shuffled25_missense,GNN GraphGym,0.5521,0.4447,0.5185,0.4605,0.6964
3,PETandDX,AD_PPI_shuffled26_missense,GNN GraphGym,0.5521,0.4447,0.5185,0.4605,0.7533
3,PETandDX,AD_PPI_shuffled27_missense,GNN GraphGym,0.5313,0.5952,0.2222,0.2643,0.7414
3,PETandDX,AD_PPI_shuffled28_missense,GNN GraphGym,0.6354,0.659,0.8518,0.7213,0.7361
3,PETandDX,AD_PPI_shuffled29_missense,GNN GraphGym,0.6458,0.7114,0.7407,0.7029,0.748
3,PETandDX,AD_PPI_shuffled30_missense,GNN GraphGym,0.6563,0.7161,0.7593,0.7116,0.7322
3,PETandDX,AD_PPI_shuffled31_missense,GNN GraphGym,0.6875,0.7857,0.6111,0.6875,0.6865
3,PETandDX,AD_PPI_shuffled32_missense,GNN GraphGym,0.7084,0.7952,0.6482,0.714,0.7321
3,PETandDX,AD_PPI_shuffled33_missense,GNN GraphGym,0.7292,0.8031,0.6852,0.7383,0.7719
3,PETandDX,AD_PPI_shuffled34_missense,GNN GraphGym,0.7188,0.8341,0.6296,0.716,0.7692
3,PETandDX,AD_PPI_shuffled35_missense,GNN GraphGym,0.5729,0.7828,0.5556,0.5088,0.752
3,PETandDX,AD_PPI_shuffled36_missense,GNN GraphGym,0.6146,0.5286,0.4259,0.4716,0.6885
3,PETandDX,AD_PPI_shuffled37_missense,GNN GraphGym,0.625,0.8619,0.4445,0.5067,0.7044
3,PETandDX,AD_PPI_shuffled38_missense,GNN GraphGym,0.6771,0.7591,0.6296,0.6869,0.662
3,PETandDX,AD_PPI_shuffled39_missense,GNN GraphGym,0.5521,0.9333,0.2593,0.3126,0.7917
3,PETandDX,AD_PPI_shuffled40_missense,GNN GraphGym,0.6458,0.6637,0.8704,0.73,0.754
3,PETandDX,AD_PPI_shuffled41_missense,GNN GraphGym,0.5417,0.6,0.2408,0.2775,0.8022
