fold,target,dataset,model,acc,pre,rec,f1,auc
1,PET,AD PPT-Ohmnet,Logistic Regression,0.6438356164383562,0.6415094339622641,0.8292682926829268,0.723404255319149,0.6551067073170732
1,PET,AD PPT-Ohmnet,SVM Linear,0.5616438356164384,0.5616438356164384,1.0,0.7192982456140351,0.6688262195121951
1,PET,AD PPT-Ohmnet,SVM RBF,0.5616438356164384,0.5616438356164384,1.0,0.7192982456140351,0.6642530487804879
1,PET,AD PPT-Ohmnet,Random Forest,0.6301369863013698,0.6666666666666666,0.6829268292682927,0.674698795180723,0.6711128048780488
2,PET,AD PPT-Ohmnet,Logistic Regression,0.5342465753424658,0.5636363636363636,0.7560975609756098,0.6458333333333333,0.5522103658536586
2,PET,AD PPT-Ohmnet,SVM Linear,0.6164383561643836,0.6585365853658537,0.6585365853658537,0.6585365853658537,0.6017530487804879
2,PET,AD PPT-Ohmnet,SVM RBF,0.5616438356164384,0.5616438356164384,1.0,0.7192982456140351,0.6208079268292683
2,PET,AD PPT-Ohmnet,Random Forest,0.5616438356164384,0.6046511627906976,0.6341463414634146,0.6190476190476191,0.567454268292683
3,PET,AD PPT-Ohmnet,Logistic Regression,0.5616438356164384,0.6363636363636364,0.5121951219512195,0.5675675675675675,0.5354420731707318
3,PET,AD PPT-Ohmnet,SVM Linear,0.5753424657534246,0.6470588235294118,0.5365853658536586,0.5866666666666668,0.5796493902439024
3,PET,AD PPT-Ohmnet,SVM RBF,0.5753424657534246,0.6470588235294118,0.5365853658536586,0.5866666666666668,0.5819359756097562
3,PET,AD PPT-Ohmnet,Random Forest,0.5753424657534246,0.6470588235294118,0.5365853658536586,0.5866666666666668,0.5423018292682927
4,PET,AD PPT-Ohmnet,Logistic Regression,0.6712328767123288,0.7297297297297297,0.6585365853658537,0.6923076923076923,0.6974085365853658
4,PET,AD PPT-Ohmnet,SVM Linear,0.5616438356164384,0.5616438356164384,1.0,0.7192982456140351,0.694359756097561
4,PET,AD PPT-Ohmnet,SVM RBF,0.5616438356164384,0.5616438356164384,1.0,0.7192982456140351,0.739329268292683
4,PET,AD PPT-Ohmnet,Random Forest,0.684931506849315,0.78125,0.6097560975609756,0.684931506849315,0.7591463414634146
5,PET,AD PPT-Ohmnet,Logistic Regression,0.6712328767123288,0.639344262295082,0.9512195121951219,0.7647058823529412,0.7625762195121951
5,PET,AD PPT-Ohmnet,SVM Linear,0.7397260273972602,0.75,0.8048780487804879,0.7764705882352942,0.6947408536585367
5,PET,AD PPT-Ohmnet,SVM RBF,0.7397260273972602,0.75,0.8048780487804879,0.7764705882352942,0.7031250000000001
5,PET,AD PPT-Ohmnet,Random Forest,0.726027397260274,0.723404255319149,0.8292682926829268,0.7727272727272727,0.7374237804878049
6,PET,AD PPT-Ohmnet,Logistic Regression,0.6027397260273972,0.6875,0.5365853658536586,0.6027397260273972,0.6177591463414634
6,PET,AD PPT-Ohmnet,SVM Linear,0.589041095890411,0.6896551724137931,0.4878048780487805,0.5714285714285714,0.6573932926829269
6,PET,AD PPT-Ohmnet,SVM RBF,0.5616438356164384,0.5616438356164384,1.0,0.7192982456140351,0.6078506097560976
6,PET,AD PPT-Ohmnet,Random Forest,0.589041095890411,0.6896551724137931,0.4878048780487805,0.5714285714285714,0.6368140243902439
7,PET,AD PPT-Ohmnet,Logistic Regression,0.5972222222222222,0.5967741935483871,0.9024390243902439,0.7184466019417476,0.5837922895357986
7,PET,AD PPT-Ohmnet,SVM Linear,0.5833333333333334,0.627906976744186,0.6585365853658537,0.6428571428571429,0.5916601101494887
7,PET,AD PPT-Ohmnet,SVM RBF,0.5694444444444444,0.5694444444444444,1.0,0.7256637168141593,0.5263571990558615
7,PET,AD PPT-Ohmnet,Random Forest,0.5555555555555556,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.5373721479150275
8,PET,AD PPT-Ohmnet,Logistic Regression,0.5277777777777778,0.5614035087719298,0.7804878048780488,0.653061224489796,0.6353265145554681
8,PET,AD PPT-Ohmnet,SVM Linear,0.6527777777777778,0.75,0.5853658536585366,0.6575342465753423,0.5936270653029111
8,PET,AD PPT-Ohmnet,SVM RBF,0.6527777777777778,0.75,0.5853658536585366,0.6575342465753423,0.5936270653029111
8,PET,AD PPT-Ohmnet,Random Forest,0.625,0.6944444444444444,0.6097560975609756,0.6493506493506495,0.5991345397324941
9,PET,AD PPT-Ohmnet,Logistic Regression,0.5555555555555556,0.6285714285714286,0.5365853658536586,0.5789473684210527,0.5708103855232101
9,PET,AD PPT-Ohmnet,SVM Linear,0.5694444444444444,0.65625,0.5121951219512195,0.5753424657534246,0.557435090479937
9,PET,AD PPT-Ohmnet,SVM RBF,0.5694444444444444,0.5694444444444444,1.0,0.7256637168141593,0.5975609756097561
9,PET,AD PPT-Ohmnet,Random Forest,0.5555555555555556,0.6451612903225806,0.4878048780487805,0.5555555555555556,0.6101494885916601
10,PET,AD PPT-Ohmnet,Logistic Regression,0.625,0.6458333333333334,0.7560975609756098,0.6966292134831461,0.6184107002360346
10,PET,AD PPT-Ohmnet,SVM Linear,0.625,0.6458333333333334,0.7560975609756098,0.6966292134831461,0.6309992132179387
10,PET,AD PPT-Ohmnet,SVM RBF,0.6527777777777778,0.6739130434782609,0.7560975609756098,0.7126436781609194,0.6333595594020457
10,PET,AD PPT-Ohmnet,Random Forest,0.6527777777777778,0.6739130434782609,0.7560975609756098,0.7126436781609194,0.6758457907159717
