fold,target,dataset,model,acc,pre,rec,f1,auc
1,PETandDX,AD_PPI_rewired57_missense,GNN GraphGym,0.7084,0.7549,0.7544,0.7543,0.7355
1,PETandDX,AD_PPI_rewired58_missense,GNN GraphGym,0.6875,0.7461,0.7193,0.7319,0.7449
1,PETandDX,AD_PPI_rewired59_missense,GNN GraphGym,0.6875,0.7461,0.7193,0.7319,0.7065
1,PETandDX,AD_PPI_rewired60_missense,GNN GraphGym,0.6875,0.7368,0.7368,0.7368,0.7119
1,PETandDX,AD_PPI_rewired61_missense,GNN GraphGym,0.6875,0.7368,0.7368,0.7368,0.7328
1,PETandDX,AD_PPI_rewired62_missense,GNN GraphGym,0.6875,0.7461,0.7193,0.7319,0.6997
1,PETandDX,AD_PPI_rewired63_missense,GNN GraphGym,0.6563,0.6984,0.807,0.7347,0.7085
1,PETandDX,AD_PPI_rewired64_missense,GNN GraphGym,0.6562,0.7,0.7368,0.7179,0.7173
1,PETandDX,AD_PPI_rewired65_missense,GNN GraphGym,0.6875,0.7461,0.7193,0.7319,0.7254
1,PETandDX,AD_PPI_rewired66_missense,GNN GraphGym,0.6875,0.7461,0.7193,0.7319,0.7193
1,PETandDX,AD_PPI_rewired67_missense,GNN GraphGym,0.6979,0.7598,0.7193,0.7386,0.7126
1,PETandDX,AD_PPI_rewired68_missense,GNN GraphGym,0.6771,0.7505,0.6842,0.7149,0.6957
1,PETandDX,AD_PPI_rewired69_missense,GNN GraphGym,0.6875,0.7461,0.7193,0.7319,0.7226
1,PETandDX,AD_PPI_rewired70_missense,GNN GraphGym,0.6875,0.7368,0.7368,0.7368,0.7065
1,PETandDX,AD_PPI_rewired71_missense,GNN GraphGym,0.7188,0.7593,0.7719,0.7651,0.7483
1,PETandDX,AD_PPI_rewired72_missense,GNN GraphGym,0.6666,0.7456,0.6667,0.7035,0.7274
1,PETandDX,AD_PPI_rewired73_missense,GNN GraphGym,0.6875,0.7554,0.7017,0.7271,0.7186
1,PETandDX,AD_PPI_rewired74_missense,GNN GraphGym,0.6771,0.7245,0.7368,0.7305,0.7206
1,PETandDX,AD_PPI_rewired75_missense,GNN GraphGym,0.6875,0.7368,0.7368,0.7368,0.7233
1,PETandDX,AD_PPI_rewired76_missense,GNN GraphGym,0.6875,0.7368,0.7368,0.7368,0.726
1,PETandDX,AD_PPI_rewired77_missense,GNN GraphGym,0.7188,0.7685,0.7544,0.7609,0.747
1,PETandDX,AD_PPI_rewired78_missense,GNN GraphGym,0.6667,0.7104,0.7719,0.7327,0.7011
1,PETandDX,AD_PPI_rewired79_missense,GNN GraphGym,0.6875,0.7554,0.7017,0.7271,0.7078
1,PETandDX,AD_PPI_rewired80_missense,GNN GraphGym,0.6563,0.7077,0.7895,0.7298,0.7085
1,PETandDX,AD_PPI_rewired81_missense,GNN GraphGym,0.6563,0.6984,0.807,0.7347,0.7233
1,PETandDX,AD_PPI_rewired82_missense,GNN GraphGym,0.6875,0.7368,0.7368,0.7368,0.7449
1,PETandDX,AD_PPI_rewired83_missense,GNN GraphGym,0.625,0.6914,0.6667,0.6784,0.672
1,PETandDX,AD_PPI_rewired84_missense,GNN GraphGym,0.6458,0.6913,0.7544,0.7148,0.7314
1,PETandDX,AD_PPI_rewired85_missense,GNN GraphGym,0.6875,0.7368,0.7368,0.7368,0.7031
1,PETandDX,AD_PPI_rewired86_missense,GNN GraphGym,0.6771,0.7319,0.7193,0.7254,0.7004
1,PETandDX,AD_PPI_rewired87_missense,GNN GraphGym,0.6666,0.7197,0.7193,0.7191,0.7179
1,PETandDX,AD_PPI_rewired88_missense,GNN GraphGym,0.6562,0.75,0.6316,0.6857,0.6842
1,PETandDX,AD_PPI_rewired89_missense,GNN GraphGym,0.6771,0.7338,0.7193,0.7256,0.7058
1,PETandDX,AD_PPI_rewired90_missense,GNN GraphGym,0.7084,0.7549,0.7544,0.7543,0.7503
1,PETandDX,AD_PPI_rewired91_missense,GNN GraphGym,0.6875,0.7461,0.7193,0.7319,0.7341
1,PETandDX,AD_PPI_rewired92_missense,GNN GraphGym,0.6875,0.7554,0.7017,0.7271,0.7213
1,PETandDX,AD_PPI_rewired93_missense,GNN GraphGym,0.6875,0.7461,0.7193,0.7319,0.7119
1,PETandDX,AD_PPI_rewired94_missense,GNN GraphGym,0.6875,0.7368,0.7368,0.7368,0.6991
1,PETandDX,AD_PPI_rewired95_missense,GNN GraphGym,0.6875,0.7554,0.7017,0.7271,0.7193
1,PETandDX,AD_PPI_rewired96_missense,GNN GraphGym,0.6875,0.7554,0.7017,0.7271,0.7233
1,PETandDX,AD_PPI_rewired97_missense,GNN GraphGym,0.7188,0.75,0.7895,0.7692,0.753
1,PETandDX,AD_PPI_rewired98_missense,GNN GraphGym,0.5313,0.4,0.6316,0.4898,0.7092
1,PETandDX,AD_PPI_rewired99_missense,GNN GraphGym,0.7084,0.7456,0.7719,0.7584,0.7557
1,PETandDX,AD_PPI_rewired100_missense,GNN GraphGym,0.6771,0.7505,0.6842,0.7157,0.7112
2,PETandDX,AD_PPI_rewired1_missense,GNN GraphGym,0.6562,0.75,0.6316,0.6857,0.6795
2,PETandDX,AD_PPI_rewired2_missense,GNN GraphGym,0.5,0.4556,0.2807,0.2999,0.6903
2,PETandDX,AD_PPI_rewired3_missense,GNN GraphGym,0.4895,0.2333,0.2456,0.2393,0.6323
2,PETandDX,AD_PPI_rewired4_missense,GNN GraphGym,0.5729,0.4667,0.4912,0.4786,0.608
2,PETandDX,AD_PPI_rewired5_missense,GNN GraphGym,0.6458,0.6947,0.7193,0.7067,0.6457
2,PETandDX,AD_PPI_rewired6_missense,GNN GraphGym,0.6146,0.6853,0.6491,0.6657,0.6295
2,PETandDX,AD_PPI_rewired7_missense,GNN GraphGym,0.4896,0.3987,0.4562,0.4067,0.6343
2,PETandDX,AD_PPI_rewired8_missense,GNN GraphGym,0.5521,0.4313,0.5789,0.4877,0.6693
2,PETandDX,AD_PPI_rewired9_missense,GNN GraphGym,0.5417,0.7604,0.5438,0.4912,0.5951
2,PETandDX,AD_PPI_rewired10_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6262
2,PETandDX,AD_PPI_rewired11_missense,GNN GraphGym,0.4687,0.5269,0.3333,0.2733,0.662
2,PETandDX,AD_PPI_rewired12_missense,GNN GraphGym,0.5729,0.6833,0.614,0.5712,0.67
2,PETandDX,AD_PPI_rewired13_missense,GNN GraphGym,0.5416,0.4269,0.5614,0.4793,0.6086
2,PETandDX,AD_PPI_rewired14_missense,GNN GraphGym,0.5625,0.7646,0.5965,0.521,0.6457
2,PETandDX,AD_PPI_rewired15_missense,GNN GraphGym,0.5625,0.7646,0.5965,0.521,0.6174
2,PETandDX,AD_PPI_rewired16_missense,GNN GraphGym,0.5417,0.7622,0.5439,0.4956,0.6255
2,PETandDX,AD_PPI_rewired17_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6336
2,PETandDX,AD_PPI_rewired18_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.612
2,PETandDX,AD_PPI_rewired19_missense,GNN GraphGym,0.5,0.4713,0.4035,0.3733,0.6458
2,PETandDX,AD_PPI_rewired20_missense,GNN GraphGym,0.6354,0.7132,0.6491,0.678,0.6437
2,PETandDX,AD_PPI_rewired21_missense,GNN GraphGym,0.6354,0.7039,0.6667,0.6838,0.6228
2,PETandDX,AD_PPI_rewired22_missense,GNN GraphGym,0.5521,0.4625,0.4386,0.4488,0.7024
2,PETandDX,AD_PPI_rewired23_missense,GNN GraphGym,0.6458,0.6947,0.7193,0.7067,0.6727
2,PETandDX,AD_PPI_rewired24_missense,GNN GraphGym,0.625,0.7236,0.5965,0.6538,0.6343
2,PETandDX,AD_PPI_rewired25_missense,GNN GraphGym,0.6042,0.6936,0.5965,0.6413,0.6444
2,PETandDX,AD_PPI_rewired26_missense,GNN GraphGym,0.5521,0.9,0.3509,0.4115,0.6296
2,PETandDX,AD_PPI_rewired27_missense,GNN GraphGym,0.6458,0.6942,0.7193,0.7061,0.6424
2,PETandDX,AD_PPI_rewired28_missense,GNN GraphGym,0.6354,0.6969,0.6842,0.6904,0.6579
2,PETandDX,AD_PPI_rewired29_missense,GNN GraphGym,0.5729,0.7895,0.4912,0.5196,0.6647
2,PETandDX,AD_PPI_rewired30_missense,GNN GraphGym,0.6146,0.718,0.5789,0.6409,0.6437
2,PETandDX,AD_PPI_rewired31_missense,GNN GraphGym,0.5417,0.6415,0.7018,0.5753,0.6053
2,PETandDX,AD_PPI_rewired32_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6316
2,PETandDX,AD_PPI_rewired33_missense,GNN GraphGym,0.625,0.6978,0.6491,0.6711,0.6255
2,PETandDX,AD_PPI_rewired34_missense,GNN GraphGym,0.6146,0.6622,0.7719,0.7015,0.6262
2,PETandDX,AD_PPI_rewired35_missense,GNN GraphGym,0.5417,0.4022,0.6667,0.5017,0.6107
2,PETandDX,AD_PPI_rewired36_missense,GNN GraphGym,0.6042,0.6795,0.6316,0.6538,0.6242
2,PETandDX,AD_PPI_rewired37_missense,GNN GraphGym,0.5417,0.7535,0.5614,0.4979,0.6431
2,PETandDX,AD_PPI_rewired38_missense,GNN GraphGym,0.5625,0.7646,0.5965,0.521,0.6066
2,PETandDX,AD_PPI_rewired39_missense,GNN GraphGym,0.6146,0.6925,0.6316,0.6598,0.6269
2,PETandDX,AD_PPI_rewired40_missense,GNN GraphGym,0.6042,0.6864,0.614,0.6471,0.6323
2,PETandDX,AD_PPI_rewired41_missense,GNN GraphGym,0.6562,0.7148,0.7017,0.7078,0.5972
2,PETandDX,AD_PPI_rewired42_missense,GNN GraphGym,0.625,0.6842,0.6842,0.6842,0.6039
2,PETandDX,AD_PPI_rewired43_missense,GNN GraphGym,0.6146,0.6549,0.7895,0.7074,0.6127
2,PETandDX,AD_PPI_rewired44_missense,GNN GraphGym,0.6354,0.7225,0.6316,0.6723,0.6282
2,PETandDX,AD_PPI_rewired45_missense,GNN GraphGym,0.6042,0.6867,0.614,0.648,0.6147
2,PETandDX,AD_PPI_rewired46_missense,GNN GraphGym,0.5,0.5667,0.2631,0.2726,0.6167
2,PETandDX,AD_PPI_rewired47_missense,GNN GraphGym,0.625,0.6842,0.6842,0.6842,0.6168
2,PETandDX,AD_PPI_rewired48_missense,GNN GraphGym,0.5,0.8947,0.2631,0.2947,0.6991
2,PETandDX,AD_PPI_rewired49_missense,GNN GraphGym,0.5313,0.3959,0.6667,0.4967,0.6572
2,PETandDX,AD_PPI_rewired50_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6147
2,PETandDX,AD_PPI_rewired51_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6444
2,PETandDX,AD_PPI_rewired52_missense,GNN GraphGym,0.6146,0.6668,0.7193,0.6774,0.67
2,PETandDX,AD_PPI_rewired53_missense,GNN GraphGym,0.6562,0.7144,0.7017,0.7079,0.6633
2,PETandDX,AD_PPI_rewired54_missense,GNN GraphGym,0.6458,0.6947,0.7193,0.7067,0.6498
2,PETandDX,AD_PPI_rewired55_missense,GNN GraphGym,0.6458,0.6947,0.7193,0.7067,0.6147
2,PETandDX,AD_PPI_rewired56_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6862
2,PETandDX,AD_PPI_rewired57_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.6066
2,PETandDX,AD_PPI_rewired58_missense,GNN GraphGym,0.625,0.6842,0.6842,0.6842,0.6363
2,PETandDX,AD_PPI_rewired59_missense,GNN GraphGym,0.4687,0.5269,0.3333,0.2733,0.6201
2,PETandDX,AD_PPI_rewired60_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6606
2,PETandDX,AD_PPI_rewired61_missense,GNN GraphGym,0.625,0.7333,0.5789,0.6471,0.6586
2,PETandDX,AD_PPI_rewired62_missense,GNN GraphGym,0.5625,0.6645,0.5088,0.5697,0.6093
2,PETandDX,AD_PPI_rewired63_missense,GNN GraphGym,0.625,0.7333,0.5789,0.6471,0.643
2,PETandDX,AD_PPI_rewired64_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6363
2,PETandDX,AD_PPI_rewired65_missense,GNN GraphGym,0.6042,0.7363,0.5263,0.5668,0.6944
2,PETandDX,AD_PPI_rewired66_missense,GNN GraphGym,0.6458,0.7168,0.6667,0.6907,0.5891
2,PETandDX,AD_PPI_rewired67_missense,GNN GraphGym,0.625,0.6987,0.6491,0.6725,0.5972
2,PETandDX,AD_PPI_rewired68_missense,GNN GraphGym,0.4792,0.5313,0.3509,0.2817,0.5924
2,PETandDX,AD_PPI_rewired69_missense,GNN GraphGym,0.625,0.676,0.7719,0.705,0.6451
2,PETandDX,AD_PPI_rewired70_missense,GNN GraphGym,0.6041,0.6741,0.6316,0.65,0.6471
2,PETandDX,AD_PPI_rewired71_missense,GNN GraphGym,0.625,0.6808,0.7018,0.6884,0.6903
2,PETandDX,AD_PPI_rewired72_missense,GNN GraphGym,0.5625,0.6561,0.5088,0.5395,0.6282
2,PETandDX,AD_PPI_rewired73_missense,GNN GraphGym,0.5938,0.6875,0.5789,0.6286,0.614
2,PETandDX,AD_PPI_rewired74_missense,GNN GraphGym,0.5625,0.6216,0.7018,0.6445,0.6174
2,PETandDX,AD_PPI_rewired75_missense,GNN GraphGym,0.5,0.5667,0.2631,0.2726,0.6458
2,PETandDX,AD_PPI_rewired76_missense,GNN GraphGym,0.6562,0.75,0.6316,0.6857,0.6471
2,PETandDX,AD_PPI_rewired77_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6437
2,PETandDX,AD_PPI_rewired78_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6093
2,PETandDX,AD_PPI_rewired79_missense,GNN GraphGym,0.6666,0.7549,0.6491,0.6979,0.6444
2,PETandDX,AD_PPI_rewired80_missense,GNN GraphGym,0.6354,0.6895,0.7017,0.6954,0.6714
2,PETandDX,AD_PPI_rewired81_missense,GNN GraphGym,0.6458,0.702,0.7017,0.7008,0.6282
2,PETandDX,AD_PPI_rewired82_missense,GNN GraphGym,0.6354,0.7113,0.6491,0.6787,0.5904
2,PETandDX,AD_PPI_rewired83_missense,GNN GraphGym,0.625,0.6914,0.6667,0.6784,0.6363
2,PETandDX,AD_PPI_rewired84_missense,GNN GraphGym,0.4792,0.5313,0.3509,0.2817,0.6646
2,PETandDX,AD_PPI_rewired85_missense,GNN GraphGym,0.625,0.6906,0.6666,0.6769,0.6464
2,PETandDX,AD_PPI_rewired86_missense,GNN GraphGym,0.5521,0.7906,0.4386,0.4709,0.6201
2,PETandDX,AD_PPI_rewired87_missense,GNN GraphGym,0.625,0.6735,0.7193,0.6942,0.6336
2,PETandDX,AD_PPI_rewired88_missense,GNN GraphGym,0.6146,0.718,0.5789,0.6409,0.6404
2,PETandDX,AD_PPI_rewired89_missense,GNN GraphGym,0.6458,0.7168,0.6667,0.6907,0.6491
2,PETandDX,AD_PPI_rewired90_missense,GNN GraphGym,0.6354,0.7113,0.6491,0.6787,0.608
2,PETandDX,AD_PPI_rewired91_missense,GNN GraphGym,0.4792,0.5313,0.3509,0.2817,0.6248
2,PETandDX,AD_PPI_rewired92_missense,GNN GraphGym,0.625,0.6906,0.6666,0.6769,0.6012
2,PETandDX,AD_PPI_rewired93_missense,GNN GraphGym,0.6146,0.7083,0.5965,0.6476,0.6262
2,PETandDX,AD_PPI_rewired94_missense,GNN GraphGym,0.6146,0.6541,0.7895,0.7045,0.6302
2,PETandDX,AD_PPI_rewired95_missense,GNN GraphGym,0.6042,0.656,0.7544,0.6888,0.612
2,PETandDX,AD_PPI_rewired96_missense,GNN GraphGym,0.6146,0.6549,0.7895,0.7074,0.5972
2,PETandDX,AD_PPI_rewired97_missense,GNN GraphGym,0.5521,0.7593,0.5789,0.5098,0.6403
2,PETandDX,AD_PPI_rewired98_missense,GNN GraphGym,0.5625,0.7646,0.5965,0.521,0.635
2,PETandDX,AD_PPI_rewired99_missense,GNN GraphGym,0.6354,0.6967,0.6842,0.6896,0.6707
2,PETandDX,AD_PPI_rewired100_missense,GNN GraphGym,0.625,0.6593,0.807,0.7157,0.6444
3,PETandDX,AD_PPI_rewired1_missense,GNN GraphGym,0.5417,0.6,0.2408,0.2775,0.8353
3,PETandDX,AD_PPI_rewired2_missense,GNN GraphGym,0.5729,0.6494,0.5926,0.5561,0.7771
3,PETandDX,AD_PPI_rewired3_missense,GNN GraphGym,0.5313,0.4333,0.2593,0.303,0.7639
3,PETandDX,AD_PPI_rewired4_missense,GNN GraphGym,0.625,0.8619,0.4445,0.5067,0.7533
3,PETandDX,AD_PPI_rewired5_missense,GNN GraphGym,0.4479,0.3333,0.0185,0.0351,0.7183
3,PETandDX,AD_PPI_rewired6_missense,GNN GraphGym,0.6979,0.7905,0.6296,0.7008,0.6647
3,PETandDX,AD_PPI_rewired7_missense,GNN GraphGym,0.4896,0.8495,0.3519,0.3015,0.7361
3,PETandDX,AD_PPI_rewired8_missense,GNN GraphGym,0.6355,0.8667,0.463,0.52,0.756
3,PETandDX,AD_PPI_rewired9_missense,GNN GraphGym,0.6875,0.7857,0.6111,0.6875,0.6686
3,PETandDX,AD_PPI_rewired10_missense,GNN GraphGym,0.5416,0.5531,0.9629,0.7026,0.7943
3,PETandDX,AD_PPI_rewired11_missense,GNN GraphGym,0.4896,0.5208,0.3519,0.2751,0.7698
3,PETandDX,AD_PPI_rewired12_missense,GNN GraphGym,0.5834,0.7875,0.5741,0.5175,0.7678
3,PETandDX,AD_PPI_rewired13_missense,GNN GraphGym,0.6355,0.8667,0.463,0.52,0.7163
3,PETandDX,AD_PPI_rewired14_missense,GNN GraphGym,0.6563,0.7042,0.7778,0.7177,0.7573
3,PETandDX,AD_PPI_rewired15_missense,GNN GraphGym,0.5625,0.4495,0.537,0.4737,0.7533
3,PETandDX,AD_PPI_rewired16_missense,GNN GraphGym,0.7084,0.7952,0.6482,0.714,0.7467
3,PETandDX,AD_PPI_rewired17_missense,GNN GraphGym,0.7188,0.8,0.6667,0.7273,0.7441
3,PETandDX,AD_PPI_rewired18_missense,GNN GraphGym,0.625,0.5333,0.4445,0.4849,0.7943
3,PETandDX,AD_PPI_rewired19_missense,GNN GraphGym,0.5833,0.4583,0.5741,0.4949,0.7467
3,PETandDX,AD_PPI_rewired20_missense,GNN GraphGym,0.6979,0.7905,0.6296,0.7008,0.7414
3,PETandDX,AD_PPI_rewired21_missense,GNN GraphGym,0.5729,0.4542,0.5556,0.4824,0.7613
3,PETandDX,AD_PPI_rewired22_missense,GNN GraphGym,0.6354,0.8619,0.463,0.5383,0.7057
3,PETandDX,AD_PPI_rewired23_missense,GNN GraphGym,0.6875,0.7857,0.6111,0.6875,0.7183
3,PETandDX,AD_PPI_rewired24_missense,GNN GraphGym,0.6354,0.6938,0.7407,0.6914,0.6567
3,PETandDX,AD_PPI_rewired25_missense,GNN GraphGym,0.5625,0.4494,0.537,0.4692,0.7282
3,PETandDX,AD_PPI_rewired26_missense,GNN GraphGym,0.5937,0.6205,0.8703,0.7102,0.744
3,PETandDX,AD_PPI_rewired27_missense,GNN GraphGym,0.5,0.8542,0.3704,0.3102,0.7176
3,PETandDX,AD_PPI_rewired28_missense,GNN GraphGym,0.5938,0.4958,0.4259,0.4581,0.7321
3,PETandDX,AD_PPI_rewired29_missense,GNN GraphGym,0.6875,0.7857,0.6111,0.6875,0.7487
3,PETandDX,AD_PPI_rewired30_missense,GNN GraphGym,0.6563,0.7161,0.7593,0.7116,0.7414
3,PETandDX,AD_PPI_rewired31_missense,GNN GraphGym,0.5833,0.6275,0.8333,0.6918,0.7262
3,PETandDX,AD_PPI_rewired32_missense,GNN GraphGym,0.5834,0.7875,0.5741,0.5175,0.7335
3,PETandDX,AD_PPI_rewired33_missense,GNN GraphGym,0.5104,0.6989,0.6481,0.4977,0.7692
3,PETandDX,AD_PPI_rewired34_missense,GNN GraphGym,0.7292,0.8031,0.6852,0.7383,0.7494
3,PETandDX,AD_PPI_rewired35_missense,GNN GraphGym,0.4896,0.5208,0.3519,0.2751,0.7864
3,PETandDX,AD_PPI_rewired36_missense,GNN GraphGym,0.5625,0.4495,0.537,0.4737,0.7163
3,PETandDX,AD_PPI_rewired37_missense,GNN GraphGym,0.6458,0.7114,0.7407,0.7029,0.7044
3,PETandDX,AD_PPI_rewired38_missense,GNN GraphGym,0.6354,0.6939,0.7407,0.696,0.6607
3,PETandDX,AD_PPI_rewired39_missense,GNN GraphGym,0.7188,0.7994,0.6667,0.7265,0.752
3,PETandDX,AD_PPI_rewired40_missense,GNN GraphGym,0.5313,0.7083,0.6852,0.5151,0.7328
3,PETandDX,AD_PPI_rewired41_missense,GNN GraphGym,0.6146,0.8099,0.5556,0.5294,0.8089
3,PETandDX,AD_PPI_rewired42_missense,GNN GraphGym,0.5208,0.7036,0.6667,0.5064,0.6925
3,PETandDX,AD_PPI_rewired43_missense,GNN GraphGym,0.6042,0.502,0.4445,0.471,0.7017
3,PETandDX,AD_PPI_rewired44_missense,GNN GraphGym,0.5208,0.375,0.6667,0.48,0.711
3,PETandDX,AD_PPI_rewired45_missense,GNN GraphGym,0.5417,0.2708,0.2407,0.2549,0.7837
3,PETandDX,AD_PPI_rewired46_missense,GNN GraphGym,0.6458,0.7114,0.7407,0.7029,0.6753
